order	time	memory	cross_entropy	input_file	architecture	number_of_states	threads	fit	params_json	train_opt_json	no_mean	log_file
394	3.1	168016.0	46.05170185988091	far_gaussian.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
395	3.54	168036.0	46.05170185988091	far_gaussian.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
396	4.27	168108.0	46.05170185988091	far_gaussian.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
397	4.11	168316.0	46.05170185988091	far_gaussian.npy	escape_chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
398	3.97	168276.0	46.05170185988091	far_gaussian.npy	escape_chain	32	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
399	4.25	168068.0	46.05170185988091	far_gaussian.npy	escape_chain	34	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
400	3.73	168296.0	46.05170185988091	far_gaussian.npy	escape_chain	36	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
401	4.38	167540.0	46.05170185988091	far_gaussian.npy	escape_chain	38	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
402	3.61	168132.0	46.05170185988091	far_gaussian.npy	escape_chain	40	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
403	4.09	167748.0	46.05170185988091	far_gaussian.npy	escape_chain	42	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
404	4.3	168028.0	46.05170185988091	far_gaussian.npy	escape_chain	44	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
405	3.99	168204.0	46.05170185988091	far_gaussian.npy	escape_chain	46	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
406	4.17	168052.0	46.05170185988091	far_gaussian.npy	escape_chain	48	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
407	4.04	168212.0	46.05170185988091	far_gaussian.npy	escape_chain	50	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
408	3.18	167640.0	46.05170185988091	bimodal.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
409	3.51	167808.0	46.05170185988091	bimodal.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
410	3.98	168268.0	46.05170185988091	bimodal.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
411	3.98	168000.0	45.9717166789493	bimodal.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
412	4.69	168140.0	45.463846501413094	bimodal.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
413	5.24	168144.0	44.219139109404146	bimodal.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
414	5.66	167964.0	40.84671409026865	bimodal.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
415	6.53	168124.0	35.03154219923426	bimodal.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
416	7.18	167512.0	29.68805451880537	bimodal.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
417	8.35	168336.0	26.35499522761803	bimodal.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
418	9.45	167904.0	24.931948888296965	bimodal.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
419	10.63	167632.0	24.401461803417035	bimodal.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
420	11.97	168064.0	24.240554318609327	bimodal.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
421	13.15	168160.0	24.201740506758004	bimodal.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
422	3.15	167888.0	43.749138478230044	uniform.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
423	3.68	168028.0	39.30875902930351	uniform.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
424	3.71	168268.0	34.94115132056814	uniform.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
425	4.16	168016.0	30.61468837811492	uniform.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
426	4.22	167772.0	26.317201634438696	uniform.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
427	4.11	168188.0	22.0421225998479	uniform.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
428	4.79	167944.0	17.785324413584668	uniform.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
429	4.45	168216.0	13.54396928527627	uniform.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
430	5.44	167880.0	9.31599359028693	uniform.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
431	5.21	168308.0	5.099807258988304	uniform.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
432	5.7	167908.0	2.995734182716581	uniform.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
433	6.06	167808.0	2.9957340788561617	uniform.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
434	6.0	167684.0	2.9957339123534386	uniform.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
435	6.18	168000.0	2.9957348018244323	uniform.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	1	trainig_log
